ชื่อสาขา,เลขที่เอกสาร,รายการขาย,จำนวน,ราคาต่อหน่วย,ส่วนลดรายการ,มูลค่าก่อนภาษี,ส่วนลด,ยอดขาย,ภาษี,ราคาสุทธิ
,,2. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,3. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,,,,,219.63,0,219.63,15.37,235
สนามบินดอนเมือง,ABB-001-2602/00371,2026-02-24 12:35 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00372,2026-02-24 12:39 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00373,2026-02-24 12:39 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00374,2026-02-24 12:42 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),3,10,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00375,2026-02-24 12:48 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00376,2026-02-24 13:00 นางสาว YUII YUII,,,,,,,,
,,1. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,2. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,,,,,336.45,33.64,302.8,21.2,324
สนามบินดอนเมือง,ABB-001-2602/00377,2026-02-24 13:02 นางสาว YUII YUII,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,3. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. APP005/Tako Wasabi (หน่วย),1,110,0,102.8,,,,
,,,,,,335.51,0,335.51,23.49,359
สนามบินดอนเมือง,ABB-001-2602/00378,2026-02-24 13:02 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),3,10,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00379,2026-02-24 13:03 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),3,90,0,252.34,,,,
,,,,,,252.34,0,252.34,17.66,270
สนามบินดอนเมือง,ABB-001-2602/00380,2026-02-24 13:06 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00381,2026-02-24 13:09 นางสาว YUII YUII,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),2,39,0,72.9,,,,
,,,,,,109.35,16.4,92.94,6.51,99
สนามบินดอนเมือง,ABB-001-2602/00382,2026-02-24 13:09 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00383,2026-02-24 13:13 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00384,2026-02-24 13:13 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00385,2026-02-24 13:14 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),3,90,0,252.34,,,,
,,,,,,252.34,0,252.34,17.66,270
สนามบินดอนเมือง,ABB-001-2602/00386,2026-02-24 13:15 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00387,2026-02-24 13:16 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00388,2026-02-24 13:18 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00389,2026-02-24 13:19 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00390,2026-02-24 13:23 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00391,2026-02-24 13:27 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00392,2026-02-24 13:27 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV008/Sprite (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00393,2026-02-24 13:29 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00394,2026-02-24 13:30 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),3,90,0,252.34,,,,
,,,,,,252.34,0,252.34,17.66,270
สนามบินดอนเมือง,ABB-001-2602/00395,2026-02-24 13:32 นางสาว YUII YUII,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,20.56,185.05,12.95,198
สนามบินดอนเมือง,ABB-001-2602/00396,2026-02-24 13:34 นางสาว YUII YUII,,,,,,,,
,,1. BEV003/Pepsi (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00397,2026-02-24 13:42 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00398,2026-02-24 13:47 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00399,2026-02-24 14:01 นางสาว YUII YUII,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,,,,,247.66,0,247.66,17.34,265
สนามบินดอนเมือง,ABB-001-2602/00400,2026-02-24 14:02 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00401,2026-02-24 14:04 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00402,2026-02-24 14:07 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,2. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,232.71,0,232.71,16.29,249
สนามบินดอนเมือง,ABB-001-2602/00403,2026-02-24 14:24 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00404,2026-02-24 14:27 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00405,2026-02-24 14:35 นางสาว YUII YUII,,,,,,,,
,,1. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,3. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. APP007/Kimchi (หน่วย),2,60,0,112.15,,,,
,,5. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,6. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,624.3,0,624.3,43.7,668
สนามบินดอนเมือง,ABB-001-2602/00406,2026-02-24 14:36 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00407,2026-02-24 14:37 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00408,2026-02-24 14:38 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00409,2026-02-24 14:41 นางสาว YUII YUII,,,,,,,,
,,1. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,224.3,22.43,201.87,14.13,216
สนามบินดอนเมือง,ABB-001-2602/00410,2026-02-24 14:47 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00411,2026-02-24 14:48 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00412,2026-02-24 14:49 นางสาว YUII YUII,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,2. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,3. MINI001/Salmon Sushi 7 pcs. (หน่วย),2,210,0,392.52,,,,
,,,,,,957.94,0,957.94,67.06,1025
สนามบินดอนเมือง,ABB-001-2602/00413,2026-02-24 14:52 นางสาว YUII YUII,,,,,,,,
,,1. MED001/Sushi Bento Medium Set 1 (หน่วย),1,385,0,359.81,,,,
,,,,,,359.81,0,359.81,25.19,385
สนามบินดอนเมือง,ABB-001-2602/00414,2026-02-24 14:52 นางสาว YUII YUII,,,,,,,,
,,1. MED001/Sushi Bento Medium Set 1 (หน่วย),1,385,0,359.81,,,,
,,2. BEV004/Pepsi Max (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,387.85,0,387.85,27.15,415
สนามบินดอนเมือง,ABB-001-2602/00415,2026-02-24 14:54 นางสาว YUII YUII,,,,,,,,
,,1. MED005/Sushi Bento Super Rolls Set (หน่วย),1,310,0,289.72,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,308.41,0,308.41,21.59,330
สนามบินดอนเมือง,ABB-001-2602/00416,2026-02-24 14:55 นางสาว YUII YUII,,,,,,,,
,,1. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),7,90,0,588.79,,,,
,,2. MED005/Sushi Bento Super Rolls Set (หน่วย),1,310,0,289.72,,,,
,,,,,,878.5,0,878.5,61.5,940
สนามบินดอนเมือง,ABB-001-2602/00417,2026-02-24 14:57 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00418,2026-02-24 15:01 นางสาว YUII YUII,,,,,,,,
,,1. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,224.3,22.43,201.87,14.13,216
สนามบินดอนเมือง,ABB-001-2602/00419,2026-02-24 15:02 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00420,2026-02-24 15:03 นางสาว YUII YUII,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00421,2026-02-24 15:04 นางสาว YUII YUII,,,,,,,,
,,1. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,65.42,0,65.42,4.58,70
สนามบินดอนเมือง,ABB-001-2602/00422,2026-02-24 15:05 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00423,2026-02-24 15:08 นางสาว YUII YUII,,,,,,,,
,,1. APP005/Tako Wasabi (หน่วย),1,110,0,102.8,,,,
,,2. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,299.07,0,299.07,20.93,320
สนามบินดอนเมือง,ABB-001-2602/00424,2026-02-24 15:08 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00425,2026-02-24 15:08 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,84.11,0,84.11,5.89,90
สนามบินดอนเมือง,ABB-001-2602/00426,2026-02-24 15:11 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00427,2026-02-24 15:12 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00428,2026-02-24 15:13 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00429,2026-02-24 15:17 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00430,2026-02-24 15:18 นางสาว YUII YUII,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00431,2026-02-24 15:21 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00432,2026-02-24 15:29 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00433,2026-02-24 15:50 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00434,2026-02-24 15:50 นางสาว YUII YUII,,,,,,,,
,,1. BEV007/ITOEN Elegant Jasmine Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,,,,,46.73,0,46.73,3.27,50
สนามบินดอนเมือง,ABB-001-2602/00435,2026-02-24 15:51 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00436,2026-02-24 15:51 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00437,2026-02-24 15:53 นางสาว YUII YUII,,,,,,,,
,,1. MED005/Sushi Bento Super Rolls Set (หน่วย),1,310,0,289.72,,,,
,,,,,,289.72,0,289.72,20.28,310
สนามบินดอนเมือง,ABB-001-2602/00438,2026-02-24 15:58 นางสาว YUII YUII,,,,,,,,
,,1. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,232.71,0,232.71,16.29,249
สนามบินดอนเมือง,ABB-001-2602/00439,2026-02-24 15:59 นางสาว YUII YUII,,,,,,,,
,,1. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00440,2026-02-24 16:00 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00441,2026-02-24 16:02 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00442,2026-02-24 16:05 นางสาว YUII YUII,,,,,,,,
,,1. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,,,,,392.52,0,392.52,27.48,420
สนามบินดอนเมือง,ABB-001-2602/00443,2026-02-24 16:05 นางสาว YUII YUII,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,2. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,401.87,0,401.87,28.13,430
สนามบินดอนเมือง,ABB-001-2602/00444,2026-02-24 16:07 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00445,2026-02-24 16:11 นางสาว YUII YUII,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,36.45,0,36.45,2.55,39
สนามบินดอนเมือง,ABB-001-2602/00446,2026-02-24 16:11 นางสาว YUII YUII,,,,,,,,
,,1. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00447,2026-02-24 16:12 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00448,2026-02-24 16:13 นางสาว YUII YUII,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00449,2026-02-24 16:18 นางสาว YUII YUII,,,,,,,,
,,1. BEV007/ITOEN Elegant Jasmine Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
